lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;pnl509;pnn509;pnl513;pnn513;pnl514;pnn514;pnl515;pnn515;pnl516;pnn516;pnl517;pnn517;pnl518;pnn518;pnl519;pnn519;pnl520;pnn520;pnl525;pnn525;pnl526;pnn526;pnl527;pnn527;pnl528;pnn528;pnl529;pnn529;pnl530;pnn530;pnl531;pnn531;pnl532;pnn532;pnl533;pnn533;pnl534;pnn534;pnl535;pnn535;pnl536;pnn536;pnl537;pnn537;pnl540;pnn540;pnl541;pnn541;pnl542;pnn542;pnl543;pnn543;pnl544;pnn544;pnl545;pnn545;pnl547;pnn547;pnl552;pnn552;pnl553;pnn553;pnl554;pnn554;pnl555;pnn555;pnl556;pnn556;pnl557;pnn557;pnl559;pnn559;pnl560;pnn560;pnl561;pnn561;pnl562;pnn562;pnl563;pnn563;pnl564;pnn564;pnl565;pnn565;pnl566;pnn566;pnl567;pnn567;pnl568;pnn568;pnl569;pnn569;pnl570;pnn570;pnl571;pnn571;pnl573;pnn573;pnl574;pnn574;pnl575;pnn575;pnl577;pnn577;pnl579;pnn579;pnl580;pnn580;pnl581;pnn581;pnl582;pnn582;pnl584;pnn584;pnl585;pnn585
20.46.49.608.073;3;490;450;40;0;91;29;45;53;30;51;26;35;35;52;31;11;1;0;131;4;37;20;298;0;490;225;265;998;981;0;5;1;0;317;250;0;537.51;33.7;85.55;589.36;32.9;9.14;10.55;2.4;54.99;348.97;150.5;9;0;25.9;534.37;286;56;5;13.1;0;1.6;0.2;0.1;0;0;0;0;1379;0;246;137;14;0;11;0;10;0;308;11;70;0;394;0;18;0;148;0;9;8;0;12;16;11;0;11;2;0;1;0;0;0;0;2;0;0;0;0;0;101.53;118.46;14.37;1;4.72;0;0.03;0.28;5.84;9.4;3.5;3.42;4.63;2.72;1.99;2.94;2.65;1.89;2.75;0.05;0.2;0;0.08;14.67;78.9;7.97;0;0.3;51.87;0.69;0;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.13;27.66;4971;1.06;145;2.65;428;21.39;2684;0.63;231;1.02;481;0.67;103;0;42;0.04;5;0;8;0;21;0;4;0;32;4;260;0.15;25;0;0;0.45;247;21.85;0;2.6;620;0.01;9;3.29;1322;62.73;26041;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.49.608.589;3;2054;1881;174;0;447;79;125;159;103;293;81;80;227;109;190;99;48;15;1283;12;263;100;397;10;2045;1008;1047;4508;4480;0;49;36;0;1619;1533;0;3769.85;242.6;291.8;3819.05;208.29;31.35;47.95;10.8;298.39;1444.03;2000.03;20.1;0.9;55.6;3520.66;1228;387;53;185.4;0;7.4;0;0;0;0;0;0.13;11800;4379;407;738;123;0;1;0;110;58;1818;78;45;0;1289;94;67;0;858;0;5;0;3;70;53;4;2;12;0;0;0;0;2;10;0;4;4;0;0;1;55;315.58;423.3;199.34;0;5.39;0.12;0.01;0.1;3.69;28.19;3.74;12.26;2.1;0.61;1.81;6.01;3.6;10.45;13.68;0.5;0.43;0.2;0;24.53;161.39;1.29;0;1.61;415.31;6.67;0.35;16.98;0;1.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.2;343.93;43078;6.74;424;78.23;7227;144.84;15977;4.15;665;14.36;2005;1.05;149;0.14;83;0.2;30;0.1;5;9.1;528;0.05;18;19.85;1205;4.25;998;12.82;749;2;0;5.87;2869;156.3;0;13.38;1002;1.49;799;12.34;5813;1076.83;532544;2.46;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.142.074;1;557;498;59;0;187;38;66;40;16;88;15;16;34;18;27;11;0;1;492;33;11;20;1;2;555;248;309;1266;1287;0;31;35;0;427;344;0;1234.04;66.8;38.38;1205.62;90.2;24.22;34.85;8.6;157.87;521.09;469.26;12.9;11.8;32.7;1047.75;409;129;8;1.4;0;0.6;0;0;0;0;0;11.52;4567;1400;197;70;19;0;0;0;0;12;889;15;66;0;980;25;21;0;452;0;0;0;2;69;38;0;23;0;1;0;590;0;48;3;2;16;2;0;0;26;232;23.51;191.67;95.86;0.05;11.08;0.01;0;0.04;8.43;10.28;6.44;4.14;3.47;0.03;3.05;5.95;4.84;4.75;8.55;0;0;0;0.05;20.83;116.62;7.87;0;0.1;98.57;9.73;0.19;32.39;1.15;2.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.17;42.2;13627;5.46;1454;14.88;3848;8.84;1992;2.53;1081;3.89;1452;2.12;776;0.67;208;2.19;699;0.27;57;2.17;480;0.11;20;4.24;955;3.12;1657;1.94;327;7.64;0;9.24;4088;190.07;7772;4.71;1453;1.28;1069;2.4;1546;159.81;75319;2.06;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.142.406;1;161;159;2;0;24;35;35;8;7;39;2;3;2;4;0;2;0;0;154;1;0;5;1;7;154;94;67;400;362;0;17;0;0;126;1;0;299.19;2;1.7;298.89;22.08;5.15;15.56;2.4;45.19;98.8;154;0.2;0.2;0.5;253.7;125;27;0;0.6;0;0;0;0;0;0;0;2.25;1077;0;0;0;0;0;0;0;0;0;366;0;0;0;410;0;0;0;32;0;0;0;0;2;2;0;0;0;0;0;1;0;3;3;0;0;0;0;0;2;95;1.9;26.47;1;0;1.22;0;0;0;0.81;0.75;0.97;0.14;0.18;0;0.13;0;0.15;0.15;0.41;0;0;0;0;7.02;27.05;3.85;0;0;19.05;0.25;0.1;3.5;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;1.04;400;0.21;68;0.33;179;0.2;93;0.02;31;0.1;121;0.06;51;0.03;14;0.03;16;0;3;0;9;0;5;0.04;22;0.02;17;0;9;0.15;0;0.18;124;55.17;0;4.2;1368;0;0;0.1;41;66.09;44412;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.142.444;1;552;512;40;0;202;18;58;75;45;59;24;8;18;11;25;7;2;0;453;7;11;15;66;37;515;415;137;1163;1110;1;14;13;0;344;310;1;1332.41;64.4;49.1;1317.11;91.31;28.4;19.13;96.5;235.34;523.94;455.03;11.5;20.2;71.1;1081.77;344;121;17;2.8;0;0;0;13.4;0;0;0;0;3569;1430;101;15;25;0;0;0;0;0;966;23;35;0;756;20;10;0;272;0;1;0;0;32;2;2;37;15;0;0;2;0;23;17;1;95;38;0;0;9;235;8.98;258.45;2.61;0.09;13.29;0.02;1;0.44;15.94;20.63;4.02;4.5;3.36;0.08;2.75;2.73;3.23;6.25;7.25;1.06;0;0.03;0;40.38;62.44;20.41;0;0.11;31.97;5.93;0.3;4.41;0;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.38;30.01;5640;8.8;2025;12.12;3239;24.18;5134;3.25;847;16.08;3599;1.71;507;5.49;1085;1.74;525;0.26;55;3.96;841;1.58;319;6.85;1362;14.49;2519;3.28;710;10.22;0;10.19;2564;93.94;594;8.98;2367;0;0;1.9;1672;204.76;130835;0.42;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.142.483;1;269;255;14;0;125;13;29;15;16;24;13;6;15;1;2;10;0;0;246;7;5;7;4;1;268;228;41;622;601;0;0;0;0;106;9;0;675.94;6.6;4.25;673.59;45.74;7.37;44.94;17.2;115.25;232.36;311.98;0.9;0;13.1;558.34;187;65;8;4.8;0;0;0;0;0;0;0;1.26;1734;575;0;0;0;0;0;0;0;0;392;0;9;0;412;0;0;0;83;0;0;0;0;8;5;0;2;0;0;0;0;0;3;2;1;51;1;0;0;1;75;38.45;44.35;6.3;0;5.78;0;0;0;1.05;4.43;0.94;1.76;1.84;0.05;2.81;1.98;4.64;3.44;6.36;0;0;0;0;19.28;50.27;5.85;0;1;31.13;1.7;0.05;5.48;0.1;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52;10.62;2377;3.13;729;6.28;1452;3.27;1152;0.87;208;4.72;1108;1.53;347;0.01;5;0.27;58;0;0;0.47;114;0;2;1.08;245;0.93;247;3.25;641;1.91;0;4.59;1347;115.14;0;12.47;2645;0;0;4.5;2120;126.25;89771;0.1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.209.073;1;225;213;12;0;65;6;12;9;10;49;1;16;20;9;13;14;1;0;209;4;11;1;0;10;215;56;169;501;475;0;20;15;0;296;280;0;373.45;10.9;7.6;370.15;22.31;20.34;0.9;1.4;44.95;222.93;96.97;4.1;0.5;0.7;325.2;176;24;2;12.6;0;0.3;0.2;0;0;0;0;0;1450;4463;110;40;21;0;0;0;0;0;315;0;29;0;262;0;0;0;124;0;0;0;0;13;8;0;4;3;0;0;368;0;16;2;0;14;2;0;0;6;107;0.3;145.95;14.25;0;5.1;0;0;0;1.05;9.63;1.2;2.3;1.4;0;0.95;2.2;0.43;0.81;3.35;0;0;0.3;0.3;2.85;13.4;9.75;0;0;8.81;0.61;0.1;3.4;0;4.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.9;4931;0;255;0;388;4.9;3249;0;373;0.05;611;0;78;0;54;0;33;0;9;0;141;0;11;0.06;183;0;163;0;147;0;0;2.1;2177;2.3;300;0.55;243;0;0;0;52;70.17;36010;9.75;2291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.209.148;1;258;253;5;0;97;34;48;16;11;24;4;2;9;1;9;2;1;0;252;2;3;0;1;3;255;35;223;595;499;1;25;33;0;353;312;1;427.92;5.7;9.57;431.79;15.08;0;0;0;15.08;194.06;220.45;1;0;1.2;416.71;190;41;6;2;0;0;0;0;0;0;0;0;2305;1790;4;45;0;0;0;0;0;0;403;0;12;0;707;64;7;0;33;0;0;0;0;0;0;0;0;0;0;0;244;0;0;1;2;0;0;0;0;2;19;2.23;157.84;2;0;3.47;0;0;0;1.38;4.2;0.15;1.61;1.08;0;0.35;1.21;0;1;3.95;0;0;0;0.2;3.58;26.87;9.52;0;0.01;16.85;2.58;0;3.52;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;446;0;96;0.32;284;5.75;2037;0;87;0.19;339;0;65;0;7;0;21;0;5;0.45;188;0;4;3.35;1163;0;19;0.2;34;0.35;0;6.35;4597;14.45;0;6.85;3439;0;0;0;0;186.36;85561;0.8;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.209.150;1;395;377;18;0;187;2;15;40;7;75;3;5;17;18;21;1;3;1;332;5;10;1;47;1;394;62;333;898;830;0;129;109;0;450;299;0;800.7;25.6;36.9;812;45.66;3.8;30.11;1.6;81.17;385.75;342.38;1.7;0;1;730.83;264;88;5;8.2;0;0.5;0;0;0;0;0;0.44;5302;1100;2;20;0;0;0;0;8;0;787;0;36;0;885;24;20;0;180;0;7;0;0;9;4;0;0;1;0;0;43;0;247;5;0;0;0;0;0;1;116;138.6;130.91;28.7;0;2.86;0;0;0.17;1.18;6.48;2.4;10.95;0.59;0.13;0.23;2.69;8.53;1.82;7.62;0;0;0;0;7.68;57.46;0.86;0;0.43;63.75;7.46;0.2;7.12;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.91;32.84;5507;5.1;518;18.99;1780;25.28;3712;2.62;277;6.5;794;1.3;108;0.3;62;0;8;0.3;26;7.49;739;0.35;64;26.03;2395;3.57;471;4.07;638;2.76;600;0.8;197;64.77;20316;1.05;275;0.1;50;1.3;1059;128.1;128963;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.209.151;1;349;336;13;0;119;19;27;20;12;54;21;16;12;18;19;9;2;1;310;3;7;8;21;5;344;193;156;718;713;0;77;73;0;277;267;0;482.24;16;31.4;497.64;39;8;0.6;4.1;51.7;277.94;167.2;0.2;0.2;0.4;445.94;293;44;2;1.2;0;0.5;0;0;0;0;0;0;2855;910;137;61;3;0;1;0;0;0;478;0;42;0;651;0;11;0;316;0;2;0;2;6;5;0;1;0;2;32;405;0;10;9;0;43;1;0;0;27;50;46.5;106.45;1.2;0;1.59;0;0;0;1.2;8.37;0;4.83;0.18;0;2.68;5.91;1.16;3.75;6.27;0;0;0;0.37;4.55;41.53;2.46;0;0;44.49;1.13;0.05;10.56;0.1;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.8;8.82;4920;0.15;386;3.7;1576;1.65;1109;0.35;506;1.35;1631;0;167;0;157;0;211;0;18;0.01;616;0;48;1.45;745;0.1;376;0.74;356;2.56;0;1.17;2349;75.55;0;2.45;2881;0;64;3.95;4529;69.08;61276;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.209.368;1;592;537;55;0;162;28;61;68;33;129;6;13;51;5;26;5;4;1;393;4;29;55;111;7;585;333;259;1136;1186;0;2;1;0;394;167;0;927.07;31.4;56.08;951.75;79.48;4.82;6.14;39;129.44;357.02;453.79;3.3;0.3;7.9;822.31;380;92;6;4.5;0;0;0;0;0;0;0;0;3191;1530;207;485;131;0;0;22;32;12;762;0;48;19;846;149;47;0;31;0;0;0;1;2;9;0;0;12;0;1;0;0;1;0;0;12;0;0;0;0;21;19.83;84.35;14.45;0;2.81;0;0;0.08;2.51;1.8;0.2;1.19;1.49;0.09;1.17;2.33;7.64;11.44;13.27;0.1;0.2;0;0;4.45;93.2;2.8;0;0.25;42.18;1.44;1;8.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;73.51;22502;2.96;291;39.5;8776;24.82;6282;1.32;221;2.37;233;0.95;127;0.1;19;0.32;67;0.04;6;0.17;27;0.02;12;1.65;712;0.7;124;0.09;18;0;0;2.41;2115;60.19;0;0.96;53;0.2;30;28.9;3773;188.83;83493;0.92;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.474.111;1;282;271;12;0;121;13;31;21;9;25;9;3;19;12;18;2;0;0;249;4;7;16;7;2;281;169;114;684;648;0;44;33;0;286;268;0;458.12;0;5.22;463.34;28.01;1.16;0.98;17;47.15;137.03;259.46;18.6;0.2;0.9;416.19;145;58;5;0;0;0;0;0;0;0;0;0;1458;400;59;13;20;0;0;0;7;0;242;0;3;0;485;40;3;0;15;0;0;0;0;3;1;1;0;2;0;0;7;0;0;2;0;0;0;0;0;4;8;39.7;28;0.3;0;1.53;0;0;0;0.08;4;0.55;1.14;0.16;0.1;0.22;0.76;0.5;0.94;0.79;0;0;0.15;0;10.76;30.4;2.69;0;0.05;9.71;2.13;0;2.87;0;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;706;0.3;73;0.74;343;2.74;653;0.11;133;0.11;356;0.02;60;0;3;0;29;0;0;0;34;0;5;0.06;64;0.45;543;0.14;675;0.28;0;0.21;309;108.92;0;0.15;13;0.5;400;1.6;505;129.46;28867;0.1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.474.149;1;633;602;31;0;232;81;77;33;18;73;12;16;36;24;25;4;0;2;537;6;17;15;58;8;625;265;368;1452;1432;1;26;26;0;741;699;0;1761.2;47.9;162.73;1876.03;121.97;17.27;128.61;15.9;283.75;436.11;1102.67;8;3;42.5;1592.28;349;205;24;37.7;0;5;0;0;0;0;0;14;4284;5515;49;26;0;0;1;0;6;0;898;0;27;0;858;15;16;0;194;0;1;0;0;15;5;0;5;4;0;0;81;0;0;0;0;18;2;0;0;13;140;98.34;232.3;59.63;0;0.58;0;0.02;0.07;2.55;1.42;0.54;2.31;0.1;0.51;1.1;1.01;2.58;0.33;3;0.15;1.25;0;0;5.5;83.53;0.55;0;0.2;63.13;1.66;0.1;6.45;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.17;6837;1.71;758;6.75;2652;17.01;4048;0.16;442;3.65;1661;0.85;380;0.04;44;0.03;114;0;12;0.36;240;0;7;2.23;1746;9.6;3368;2.91;641;0.97;4;2.19;2233;590.25;75016;22.87;6704;1.45;854;3.2;2209;413.6;181947;0.01;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.61.474.369;1;391;369;22;0;174;11;31;11;8;52;1;10;40;5;37;9;2;0;179;2;23;73;114;28;363;145;246;887;814;0;29;13;0;158;160;0;677.53;46.3;36.97;668.2;34.35;36.98;24.42;25.7;121.45;197.33;309.32;13.3;15.7;11.1;546.75;191;76;7;13.9;0;0.5;9.3;0;0;0;0;0;2520;1400;384;179;139;0;3;0;0;0;475;0;6;0;557;44;0;0;99;0;0;0;0;5;0;2;0;0;0;0;0;0;16;1;6;2;4;0;0;3;6;18.76;80.22;69.17;0.2;7.38;0.15;0;0.12;5.03;6.77;2.79;4.95;2.1;0.43;1.22;3.48;6.02;1.84;6.28;0.19;0.9;0.02;0.42;15.26;38.94;2.29;0;0.01;25.69;1.49;0.14;8.05;0.05;2.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;58.72;10703;1.68;216;16.22;1773;18.57;3135;1.35;288;0.75;207;0.13;29;0.13;57;0.11;19;0.07;34;1.52;133;0.12;36;2.08;157;0.65;716;0.19;38;0;0;1.53;514;27.82;220;0.91;67;0.14;74;2.9;961;169.69;47792;1.84;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
