geo,zl,up,un,mz,rmo,hh_sno,sex,sex2,sex3,edu,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu9,edu10,edu12,edu15,edu18,occ,occ2,occ3,occ4,occ5,hh_f,hh_f2,hh_a,hh_a2,c01m,c01f,c01h,c02m,c02f,c02h,c03m,c03f,c03h,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,sf,mf,lf,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28h,c28f,c29h,c29f,c30h,c30f,c31h,c31f,c32h,c32f,c33h,c33f,c34h,c34f,c35h,c35f,c36h,c36f,c37h,c37f,c38h,c38f,c39,c40,c41a,c41b,c42a,c42b,c43a,c43b,c44a,c44b,c45a,c45b,c45c,c46a,c46b,c47a,c47b,c48,c49,t101,t102,t103,t104,t105,t112,t113,t114,t121,t122,t123,t124,t125,t127,t128,t129,t130,t131,t132,t134,t135,t157,t158,t159,t160,t161,t167,t169,t175,t176,t177,t179,t182,t185,t106,t107,t108,t109,t110,t111,t115,t116,t117,t118,t119,t120,t126,t133,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t162,t163,t164,t165,t166,t168,t170,t171,t172,t173,t174,t178,t180,t181,t183,t184,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,p501a,p501b,p502a,p502b,p503a,p503b,p504a,p504b,p505a,p505b,p506a,p506b,p507a,p507b,p508a,p508b,p510a,p510b,p511a,p511b,p512a,p512b,p521a,p521b,p522a,p522b,p523a,p523b,p524a,p524b,p538a,p538b,p539a,p539b,p546a,p546b,p548a,p548b,p549a,p549b,p550a,p550b,p551a,p551b,p572a,p572b,pnl509,pnn509,pnl513,pnn513,pnl514,pnn514,pnl515,pnn515,pnl516,pnn516,pnl517,pnn517,pnl518,pnn518,pnl519,pnn519,pnl520,pnn520,pnl525,pnn525,pnl526,pnn526,pnl527,pnn527,pnl528,pnn528,pnl529,pnn529,pnl530,pnn530,pnl531,pnn531,pnl532,pnn532,pnl533,pnn533,pnl534,pnn534,pnl535,pnn535,pnl536,pnn536,pnl537,pnn537,pnl540,pnn540,pnl541,pnn541,pnl542,pnn542,pnl543,pnn543,pnl544,pnn544,pnl545,pnn545,pnl547,pnn547,pnl552,pnn552,pnl553,pnn553,pnl554,pnn554,pnl555,pnn555,pnl556,pnn556,pnl557,pnn557,pnl559,pnn559,pnl560,pnn560,pnl561,pnn561,pnl562,pnn562,pnl563,pnn563,pnl564,pnn564,pnl565,pnn565,pnl566,pnn566,pnl567,pnn567,pnl568,pnn568,pnl569,pnn569,pnl570,pnn570,pnl571,pnn571,pnl573,pnn573,pnl574,pnn574,pnl575,pnn575,pnl577,pnn577,pnl579,pnn579,pnl580,pnn580,pnl581,pnn581,pnl582,pnn582,pnl584,pnn584,pnl585,pnn585
85.76.512.400,85,76,512,400,1,701,659,42,0,351,6,80,28,9,54,6,1,31,7,21,54,29,25,399,1,103,48,149,1,699,141,559,1346,1326,0,6,1,0,141,0,0,452.07,59.85,56.94,449.16,63.41,1.32,4.89,1.85,71.47,357.58,17.95,0.68,1.41,0.07,377.69,0.28,298.09,79.32,283.65,4.91,0.68,0.5,0,0,0,0,0,2918,220,474,0,220,0,0,0,9,0,1333,0,0,0,415,0,0,0,0,0,0,0,8,21,12,8,7,47,0,1,223,13,17,7,4,17,6,0,0,0,15,0.29,335.03,330.25,0.5,1.4,0,0,0,10.88,1.17,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0.48,0.83,2.8,0,0,0,0,0,3.11,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,5.41,4840,0.02,94,1.52,1414,0.25,362,0,1059,0,313,0,56,0,24,0,1,0,13,0,18,0,27,0,6,0.02,243,0,99,0,0,0.08,534,3.5,0,0,4,0.11,235,0.03,192,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.415,85,76,512,415,1,150,138,11,0,109,8,3,1,0,5,0,0,1,1,10,5,3,4,83,0,15,43,8,3,146,61,88,332,299,0,17,0,0,114,0,0,120.62,27.96,43.26,135.92,18.21,0.7,4.11,1.08,24.1,104.88,5.24,0.32,0,1.38,111.82,0,90.64,21.18,109.3,0,0.37,0.06,0,0,0,0,0,621,0,193,0,130,0,0,0,2,0,352,0,0,0,87,0,3,0,0,0,0,0,0,13,25,7,0,10,1,0,238,0,104,0,0,30,0,0,0,0,35,0,89.93,96.64,0.2,5.17,0,0,0,9.81,2.97,0,0,0,0.2,0,0,0.1,0,0.16,0,0,0,0,0,0,3.02,0.1,0,0,0,0,0,0.22,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,770,0,10,0.1,292,0.1,87,0,81,0,49,0,2,0,1,0,0,0,4,0,0,0,6,0,0,0,8,0,12,0,0,0.05,72,0.27,0,0,0,0,0,0.08,115,0,7,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.443,85,76,512,443,1,187,170,16,0,68,0,3,5,7,20,2,5,26,10,15,15,10,2,91,3,19,21,53,0,187,67,120,362,348,0,0,0,0,84,0,0,133.39,82.35,4.15,55.19,12.54,0.05,1.6,0.13,14.32,36.12,4.75,0,0,0,40.87,0.02,28.54,12.31,40.27,0,0,0,0,0,0,0,0,710,0,53,0,14,100,0,0,0,0,206,0,1,0,102,0,0,0,0,0,0,0,0,5,9,0,0,8,0,0,96,0,0,0,0,0,0,0,0,0,1,0,34.2,34.4,0,0.1,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.6,0,0,0.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,3.17,963,0,20,0.21,186,0.2,157,0,29,0,18,0,6,0,6,0,2,0,1,0,5,0,2,0,2,0.38,155,0,8,0,0,0.03,61,0.54,0,0,0,0,1,0.05,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.444,85,76,512,444,1,208,202,6,0,64,24,42,12,1,29,5,2,2,10,8,1,7,1,192,6,8,2,0,0,208,0,208,421,372,0,0,0,0,213,2,0,205.43,1.9,21.2,224.73,23.91,0,2.63,6.7,33.24,183.83,7.26,0,0.2,0.2,191.49,0.11,113.29,75.59,183.45,0,0,0,0,0.4,0,0,0,2104,550,121,0,0,0,0,0,0,0,448,0,25,0,109,0,0,0,0,0,0,0,0,24,79,0,2,0,3,0,226,0,3,1,0,0,0,0,0,1,122,0,179.13,176.31,0,0,0,0,0,3.15,1.12,0,0,0,0,0,0.3,0,0.1,0.18,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,1.91,812,0.03,8,1.23,257,0.01,11,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,22,0,0,0,0,0,0,2.09,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.461,85,76,512,461,1,466,438,27,0,107,9,41,80,26,56,10,18,34,32,29,19,5,0,336,29,32,26,42,1,464,159,306,944,904,0,1,0,0,387,0,0,435.87,35.1,70.34,471.11,62.66,0.85,8.08,25.55,97.14,297.56,36.38,0,6.35,33.68,373.97,0,277.84,91.13,327.71,0.3,0.2,0,0,0,0,0,0,2362,0,701,0,331,0,0,0,14,0,1249,0,24,0,387,0,27,0,0,0,0,0,4,30,152,8,25,3,0,0,307,0,39,12,0,0,2,0,0,0,1,0,203.39,166.88,9.85,31.63,0,0.2,0.01,33,3.05,2.47,0.42,1.24,0.25,0.46,0.44,0.3,0.16,0.1,0.28,0,0.25,0.07,0,0.55,16.13,0.73,0,0,0.07,0,0.1,31.01,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,3.95,5784,0,176,0.33,2185,0,2053,0,1338,0,747,0,58,0,29,0,31,0,23,0,50,0,343,0,314,0,1076,0,36,0,0,0.05,99,3.96,0,0,38,0,2612,0.3,1702,0,54,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.67,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.463,85,76,512,463,1,205,201,5,0,48,1,15,7,4,59,17,2,25,1,16,7,3,1,140,3,17,24,21,2,203,73,132,416,362,0,11,0,0,217,23,0,211.55,11.85,22.28,221.98,21.82,0.82,5.51,4.32,32.47,178.14,4.8,1.56,0.54,4.47,189.51,0.01,132.99,56.51,182.81,0,1.63,0,0.2,0,0,0,0,1259,0,228,300,30,60,0,0,12,0,575,0,0,0,191,0,0,0,0,0,0,0,2,46,116,0,11,2,0,1,258,0,39,3,0,64,0,0,0,1,13,0,146.24,145.21,0,12.25,0,0,0,24.61,3.23,0,0,0.05,0.05,0,0.3,0,0,0,0,0.4,0.1,0,0,0.25,10.03,0.9,0,0.4,0,0,0,4.51,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,993,0,21,0.1,611,0,66,0,74,0,67,0,8,0,3,0,4,0,9,0,6,0,8,0,3,0,10,0,36,0,0,0,70,0.7,0,0,2,0.05,2,0,29,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.464,85,76,512,464,1,350,322,28,0,66,59,54,15,17,35,2,2,8,16,28,14,25,9,220,14,71,4,41,9,341,82,268,706,699,0,14,1,0,248,4,0,419.61,13.2,18.65,425.06,36.39,0.27,15.83,9.55,62.04,341.43,9.8,1.6,2.19,8,363.02,0,204.89,155.64,357.23,0,1.7,0,0,0,0,0,0,1018,2000,359,0,31,0,0,0,0,0,681,0,27,0,188,0,2,0,0,0,0,0,0,13,16,7,0,1,11,0,282,0,2,2,1,0,1,0,0,0,1,0,320.14,335.02,7.45,13.84,0,0,0,25.66,0,0,1.2,0.07,0.01,0.05,0.04,0,0,0.1,0,0,8.52,2.63,2.97,3.93,1.32,2.57,0,0.55,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,4.52,3254,0,1060,0,562,0.03,312,0,176,0,277,0,67,0,2,0,41,0,19,0,45,0,11,0,310,0,199,0,199,0,0,0,132,0,0,0,12,0,14,0,48,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.465,85,76,512,465,1,237,216,22,0,142,2,2,1,4,25,2,4,15,6,16,0,15,4,44,1,11,93,88,0,237,44,193,461,472,0,0,0,0,39,0,0,186.46,81.55,47.92,152.83,30.99,0.16,4.34,0.92,36.41,94.9,21.02,0,0.5,0,116.42,0,90.06,21.36,111.67,0,0,0,0,0,0,0,0,971,0,208,0,76,0,10,0,0,0,273,0,107,25,112,0,18,0,0,0,0,0,5,1,1,0,7,1,0,0,177,0,16,15,0,2,0,0,0,0,0,1,84.71,85.41,0,5.07,0,0,0,4,0.47,0,0.7,0,0.7,0,0,0,0,0.1,0,0,0,0,0,0,1.22,0,0,0.6,0,0,0,0.35,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27,11.71,6501,0.01,34,0.26,510,4.2,2404,0,99,0,378,0,22,0,5,0,0,0,3,0,13,0,19,0,1,0,18,0,37,0,0,0.07,233,1.34,0,0,1,0,3,0.87,961,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.468,85,76,512,468,1,168,154,14,0,53,0,5,1,1,14,5,6,19,7,30,13,9,5,136,7,18,4,3,3,165,25,143,340,352,0,3,2,0,270,0,0,167.15,0.45,3.55,170.25,18.04,0.2,6.69,6.15,31.08,128.9,2.06,1,1.69,5.52,139.17,0,77.04,62.13,110.62,0,1,0,0,0,0,0,0,472,0,195,0,88,0,0,0,5,0,286,50,3,0,141,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,106,0,1,0,0,0,0,0,0,0,0,0.48,125.84,113.84,1.6,2.85,0,0.05,0,8.34,0.99,0.02,0.7,0.71,2.55,0.02,0.13,0.19,0.57,0.07,0,0,0.83,0.36,0.81,0.77,2.12,0.17,0,2.3,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0.3,732,0,394,0.1,342,0,1018,0,128,0.01,222,0,50,0,5,0,22,0,12,0,39,0,15,0,11,0,254,0,796,0,0,0.01,225,0,0,0,2,0,1,0,39,0.1,47,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.502,85,76,512,502,1,186,179,7,0,57,15,1,15,9,33,8,1,11,12,9,6,4,5,124,22,13,2,25,1,185,94,92,408,446,0,2,0,0,184,19,0,110.36,22,45.41,133.77,18.98,0,2.57,3.84,25.39,99.47,8.65,0.05,0.05,0.16,108.38,0.06,90.89,14.93,99.27,0,0.05,0,0,0,0,0,0,1508,0,380,0,50,0,0,0,0,0,393,0,3,0,174,0,0,0,5,16,0,0,0,7,25,10,0,0,1,0,231,0,29,2,1,0,0,0,0,0,24,0,106.17,110.48,0.43,0.79,0.07,0,0,6.55,0.08,0.02,0,0.17,0,0,0,0,0,0,0,0,0.28,0.13,0.1,0,2.86,0.88,0,0.4,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,1.33,1910,0,18,0.52,723,0.07,117,0.04,62,0.05,127,0.01,9,0,7,0,7,0.01,8,0,7,0,3,0.01,5,0.02,19,0,25,0,0,0.03,242,1.82,0,0,4,0,2,0.56,703,0.02,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.503,85,76,512,503,1,572,522,48,2,154,24,61,24,6,80,3,11,44,16,61,34,9,45,260,8,71,119,114,2,570,149,423,1086,1048,31,4,6,0,332,4,0,437.78,25,64.44,477.22,56.25,2.38,12.22,12.66,83.51,352.82,23.26,6.54,0.57,10.52,393.71,0.02,255.76,130.43,370.57,1.1,26.06,15,0,0,0,0,0,2669,1200,270,181,246,0,10,0,51,0,982,0,6,0,406,0,0,0,0,0,0,0,4,17,63,118,0,20,0,0,114,3,65,19,0,7,0,0,0,8,44,0.7,326.81,328.92,0.65,2.81,0,0,0,21.65,2.07,0,0.12,0,1.88,0,0,0.08,0.1,1.24,0.1,0.05,1.75,0.22,0.03,0.11,19.22,4.77,0,1.37,0.08,0,0,2.81,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,12.04,4271,0,51,0.07,1129,0.61,517,0,343,0,594,0,35,0,18,0,0,0,0,0,51,0,21,0,10,0.08,324,0,100,0,0,0,373,0.7,0,0,4,0,4,2.18,701,0,9,0,49,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.529,85,76,512,529,1,517,494,23,0,232,1,17,15,3,80,10,9,41,10,50,29,17,4,375,3,30,12,97,1,517,156,361,1108,1098,0,24,0,0,191,0,0,518.01,80.06,105.98,543.93,50.79,0.57,20.55,14,85.91,422.52,28.93,1.11,0.4,5.06,458.02,0.07,292.72,145.23,293.91,0,1.11,0,0.25,0,0,0,0,2172,0,257,0,65,70,1,0,4,0,1345,0,1,0,250,0,28,0,0,0,0,0,6,40,3,67,28,13,1,1,233,0,15,3,0,41,0,0,0,28,3,0,324.49,352.02,0.87,3.03,0,0,0.03,15.91,0.04,0,0,0.11,0.31,0,0,0,1,0.09,0.01,0,0.13,0,0,0,2.25,0,0,0.07,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,14.08,2454,0,36,4.26,1477,0.82,403,1,220,0,817,0,23,0,10,0,0,0,7,0,6,0,7,0,8,0,53,0,69,0.05,0,0,593,3.36,0,0,2,1.1,378,0.97,563,0,19,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.532,85,76,512,532,1,464,429,35,0,204,2,5,7,2,88,3,7,54,14,43,13,15,7,307,0,51,26,79,0,463,144,319,1047,954,0,1,0,0,287,6,0,397.62,20.55,100.47,477.54,46.9,0.35,3.5,9.08,59.83,393.22,24.44,0,0.05,0,417.71,0,246.31,151.4,381.31,0,0,0,0,0,0,0,0,1292,0,223,0,164,0,0,0,26,0,849,0,25,0,164,0,14,0,0,0,0,0,1,12,12,2,45,4,7,0,492,5,25,82,0,2,1,0,0,0,1,0.69,289.84,290.39,13,7.67,0,6.6,0,33.74,5.1,0.1,0.7,0.3,7.23,0.2,1.1,0.5,3.78,1.85,1.25,0.5,0.13,0.12,1.4,0.6,0.6,0.3,0,0.3,0,0,0,6.02,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.92,3158,0,64,0,766,4.91,2336,0.1,237,0,294,0.3,403,0,21,0,2,0,13,0,29,0,15,0,7,0,130,0,32,0,0,0.05,423,0.39,0,0,1,22.91,2685,2.11,1551,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.76.512.832,85,76,512,832,1,143,125,18,0,116,2,1,0,3,4,0,1,0,4,7,1,3,2,71,5,11,40,16,1,142,37,106,318,295,0,6,0,0,112,0,0,138.77,17,34.48,156.25,15.17,0.3,4.04,0.59,20.1,131.25,3.95,0.52,0,0.43,136.15,0.11,99.38,36.66,132.83,0,0.59,0,0,0,0,0,0,556,0,223,0,62,0,0,0,4,0,344,0,0,0,113,0,0,0,0,0,0,0,4,15,40,10,0,9,3,0,250,0,127,2,0,58,0,0,0,0,37,0,93.65,120.29,0.6,5.74,0,0,0,18.7,4.5,0,0,0,0.65,0,0,0.35,0,0,0,0,0.2,0,0,0.05,4.21,0,0,0.5,0,0,0,8.75,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,846,0,27,0,337,0,438,0,186,0,353,0,8,0,9,0,0,0,0,0,0,0,4,0,1,0,21,0,9,0,0,0,49,1.94,0,0,0,0,0,0,141,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
