geo,zl,up,un,mz,rmo,hh_sno,sex,sex2,sex3,edu,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu9,edu10,edu12,edu15,edu18,occ,occ2,occ3,occ4,occ5,hh_f,hh_f2,hh_a,hh_a2,c01m,c01f,c01h,c02m,c02f,c02h,c03m,c03f,c03h,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,sf,mf,lf,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28h,c28f,c29h,c29f,c30h,c30f,c31h,c31f,c32h,c32f,c33h,c33f,c34h,c34f,c35h,c35f,c36h,c36f,c37h,c37f,c38h,c38f,c39,c40,c41a,c41b,c42a,c42b,c43a,c43b,c44a,c44b,c45a,c45b,c45c,c46a,c46b,c47a,c47b,c48,c49,t101,t102,t103,t104,t105,t112,t113,t114,t121,t122,t123,t124,t125,t127,t128,t129,t130,t131,t132,t134,t135,t157,t158,t159,t160,t161,t167,t169,t175,t176,t177,t179,t182,t185,t106,t107,t108,t109,t110,t111,t115,t116,t117,t118,t119,t120,t126,t133,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t162,t163,t164,t165,t166,t168,t170,t171,t172,t173,t174,t178,t180,t181,t183,t184,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,p501a,p501b,p502a,p502b,p503a,p503b,p504a,p504b,p505a,p505b,p506a,p506b,p507a,p507b,p508a,p508b,p510a,p510b,p511a,p511b,p512a,p512b,p521a,p521b,p522a,p522b,p523a,p523b,p524a,p524b,p538a,p538b,p539a,p539b,p546a,p546b,p548a,p548b,p549a,p549b,p550a,p550b,p551a,p551b,p572a,p572b,pnl509,pnn509,pnl513,pnn513,pnl514,pnn514,pnl515,pnn515,pnl516,pnn516,pnl517,pnn517,pnl518,pnn518,pnl519,pnn519,pnl520,pnn520,pnl525,pnn525,pnl526,pnn526,pnl527,pnn527,pnl528,pnn528,pnl529,pnn529,pnl530,pnn530,pnl531,pnn531,pnl532,pnn532,pnl533,pnn533,pnl534,pnn534,pnl535,pnn535,pnl536,pnn536,pnl537,pnn537,pnl540,pnn540,pnl541,pnn541,pnl542,pnn542,pnl543,pnn543,pnl544,pnn544,pnl545,pnn545,pnl547,pnn547,pnl552,pnn552,pnl553,pnn553,pnl554,pnn554,pnl555,pnn555,pnl556,pnn556,pnl557,pnn557,pnl559,pnn559,pnl560,pnn560,pnl561,pnn561,pnl562,pnn562,pnl563,pnn563,pnl564,pnn564,pnl565,pnn565,pnl566,pnn566,pnl567,pnn567,pnl568,pnn568,pnl569,pnn569,pnl570,pnn570,pnl571,pnn571,pnl573,pnn573,pnl574,pnn574,pnl575,pnn575,pnl577,pnn577,pnl579,pnn579,pnl580,pnn580,pnl581,pnn581,pnl582,pnn582,pnl584,pnn584,pnl585,pnn585
85.49.001.264,85,49,001,264,2,178,171,7,0,8,8,23,5,2,49,4,0,21,14,18,13,9,4,54,0,20,18,86,1,177,97,81,447,421,0,0,0,0,142,2,0,104.42,28.05,13.26,89.63,14.5,0.85,0.16,0.85,16.36,69.09,3.52,0.66,0,0,73.27,0.04,54.13,19.1,64.66,0,0.66,0,0,0,0,0,0,872,0,82,0,20,0,0,0,9,0,501,0,0,0,38,0,0,0,0,0,0,0,1,6,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,6,0,68.77,68.77,0,21.77,0,0,0,24.21,0.18,0.04,0.05,0.03,0,0.05,0.11,0,0.15,0,0.08,0,0,0,0.1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,279,0,7,0.06,250,0.25,142,0.01,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.02,46,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.001.421,85,49,001,421,2,1808,1738,72,0,480,21,83,52,34,402,10,24,262,51,153,122,66,52,494,10,297,364,643,3,1805,299,1509,4024,3829,0,2,1,0,284,4,0,794.58,156.93,79.71,717.36,124.88,5.79,30.6,8.54,169.81,476.68,54.48,5.59,3.37,7.43,547.55,3.61,468.77,75.17,352.02,0,5.59,0.1,0.2,0,0,0,0,3207,1095,385,0,480,0,257,0,97,0,1799,0,18,0,675,27,10,0,0,0,8,8,35,15,14,24,137,202,0,0,0,0,3,5,0,95,97,0,0,13,186,12.09,425.74,419.31,4.44,65.56,0,0.01,1.84,181.95,0.88,0.76,0.3,7.76,0.5,1.27,8.24,1,0.2,5.32,3.15,0.38,0.86,0.4,0.28,1.27,0.32,2.53,0,1.25,2.41,0,0,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,22.02,4520,0.16,267,8,2868,1.9,817,0.11,403,0.26,250,0.01,114,0,17,0,6,0,2,0,15,1.01,33,0,12,0.13,146,0.02,135,0.03,0,4.65,2453,21.4,0,0,12,0,5,0.4,364,2.07,68,0.26,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.001.491,85,49,001,491,2,223,210,13,0,33,1,0,0,0,89,0,1,67,7,11,10,0,5,167,4,4,1,47,1,222,56,167,462,522,0,0,0,0,56,0,0,135.94,1.25,12.06,146.75,19.2,0.05,0.5,0.78,20.53,111.66,12.83,1.73,0,0,126.22,0.09,69.48,56.65,108.6,0,1.73,0.15,0,0,0,0,0,592,350,136,0,20,0,0,0,0,0,287,0,0,0,55,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,103.21,102.46,1.5,21.97,0,0,0,49.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,493,0.03,15,0.22,97,0.03,8,0,17,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0.63,437,10.89,0,0,2,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.001.493,85,49,001,493,2,1154,1067,86,0,256,85,80,54,23,341,20,18,118,20,67,43,14,17,367,31,70,120,566,15,1139,381,773,2292,2180,0,2,4,0,340,0,0,337.24,54.87,133.89,416.26,63.53,0.38,8.33,3.17,75.41,315.86,18.88,5.5,0.16,0.45,340.85,0.86,252.76,87.23,304.55,1.2,5.5,1.75,1.5,0,0,0,0,2865,300,408,70,285,0,27,0,17,0,1238,0,4,0,566,0,14,0,0,0,0,0,3,1,1,10,20,52,0,0,1,0,0,2,1,6,2,0,0,2,68,0.04,304.9,303.7,1.94,15.51,0.7,0,0.25,102.78,0.95,0,0,0,0,0,0.02,0,0.18,0.22,0,0,0.03,0.02,0,0,0.1,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,2762,0.08,107,1.83,1122,0.82,347,0.22,278,0.07,107,0,38,0,16,0,1,0,9,0,8,0,16,0,3,0.06,96,0,37,0,0,0.31,530,14.09,0,0,0,0.49,265,0.31,174,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.001.668,85,49,001,668,2,837,811,25,0,278,3,7,2,24,104,42,17,150,63,64,46,29,9,168,1,77,86,505,4,833,286,551,1849,1720,0,1,0,0,345,2,0,473.37,134.84,40.74,379.27,62.4,4.65,3.21,8.11,78.37,259.04,30.75,10.11,0,1,300.9,1.76,217.08,82.06,246.3,0,10.11,0,0,0,0,0,0,1701,0,165,0,48,0,0,0,3,0,1030,0,0,0,194,108,3,0,0,0,0,0,8,12,11,0,0,31,0,0,0,0,1,4,0,0,0,0,0,1,14,1.95,236.75,238.4,0.4,79.01,0,0,0.3,104.45,0.02,0,0.05,0.01,0,0,0.03,0,0.12,0.03,0,0,0.21,0.12,0.1,0.25,0,0,0,0,0.02,0.02,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.99,2694,0.03,79,1.24,1152,1.06,1255,0,247,0.01,26,0,0,0,4,0,0,0,0,0.05,11,0,3,0,1,0.2,502,0,0,0.48,0,0.62,542,22.56,0,0,0,0.09,50,0.14,142,0,0,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.002.030,85,49,002,030,2,1411,1355,56,0,592,153,43,63,38,154,14,17,114,40,74,60,38,12,1057,31,120,120,83,10,1401,816,595,2988,2773,0,51,0,0,1418,65,0,983.34,200.06,201,984.28,102.98,0.91,5.58,7.51,116.98,784.25,55.09,27.08,0.88,0,867.3,1.9,557.88,305.02,763.57,0.8,27.48,0.05,0,0,0,0,0,3415,0,1434,55,1190,0,4,0,77,0,1996,0,8,0,1403,0,14,0,0,0,0,0,28,3,2,5,32,125,0,0,6,0,8,65,0,25,0,0,0,0,144,0,782.54,783.93,1,32.1,0,0,0,146.42,1.97,0.97,3.19,2.38,0.97,0.25,1.5,4.09,0.3,0.25,2.06,1.2,0.67,0.4,0.1,1.16,0.99,3.71,0,0.08,0,0,0,32.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,88.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,6446,0.42,181,6.45,1958,2.61,1164,0.44,198,0.56,171,0.09,49,0.04,36,0.02,24,0.01,14,0,5,0.01,9,0.02,18,0.05,29,0.08,60,0,0,74.36,3176,29.93,0,0,10,0.02,26,1.01,603,0.01,6,1.08,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.002.082,85,49,002,082,2,380,359,21,0,108,0,19,35,16,83,13,10,29,18,15,26,5,3,175,7,58,52,88,0,380,118,262,902,752,0,15,6,0,206,11,0,129.18,27.43,38.97,140.72,24.73,1.45,5.6,2.27,34.05,79.15,16.56,7.74,1.94,1.28,106.67,1.76,104.91,0,77.58,0,8,0.05,0.02,0,0,0,0,1519,0,265,0,190,0,9,0,109,0,515,0,2,0,370,0,2,0,0,0,0,0,9,0,0,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,95,1.3,75.14,73.96,0.3,16.16,0,0,0.2,38.29,0.05,0,0.1,0.02,0.05,1.2,0.73,0.21,0.56,0.76,0.2,0.3,0.8,2.47,7.83,1.32,8.85,4.89,0,0.8,1.16,0,0,6.51,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,1655,0.09,26,1.96,728,0.63,223,1.22,129,0.25,139,0.04,13,0,0,0.09,33,0,0,0.02,10,0.01,3,0.01,3,0.4,204,0.04,16,0.04,0,2.43,1637,15.2,0,0,0,0,0,0.66,269,0.01,7,0.1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.002.265,85,49,002,265,2,492,473,18,0,154,6,26,28,6,120,7,7,44,14,52,17,2,9,201,0,50,76,164,2,489,134,357,1148,1087,0,2,1,0,130,61,0,182.88,21.83,51.76,212.81,26.55,0.18,0.54,0,27.27,158.98,22.58,3.66,0.22,0.1,185.54,2.34,154.17,29.03,145.64,0.77,3.72,0,0,0.09,0,0,0,1113,3020,262,100,197,0,10,0,22,0,673,0,0,0,344,0,0,0,0,0,0,0,3,0,7,5,11,46,0,0,0,0,1,2,0,0,0,0,0,0,101,0,146.04,145.12,0.79,4.31,0,0,0,38.97,0.66,0.01,0.02,0.02,0,0.17,0.06,0,0.05,0,0.04,0.08,0.63,0.49,0,0.1,1.34,32.79,0,0.2,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,12.58,1926,0.14,42,2,737,2.12,696,0.29,162,0.01,3,0,0,0,0,0.05,43,0,0,0,0,0,0,0,0,0.05,26,0,0,0,0,1.63,1598,7.87,0,0,0,0.01,6,1.72,1059,0,0,0.79,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.002.302,85,49,002,302,2,315,296,20,0,45,4,8,28,31,30,22,44,47,34,12,10,1,0,273,13,15,10,4,9,306,242,73,668,644,0,1,0,0,406,9,0,107.61,9.17,47.43,145.87,20.61,0.55,6.43,2.31,29.9,93.53,11.68,9.08,0.1,1.58,115.97,0.86,115.11,0,84.84,0,9.14,0,0,0,0,0,0,1477,0,471,0,267,0,0,0,15,0,506,0,10,0,272,0,6,0,0,0,0,0,12,2,0,2,1,18,0,1,0,0,1,10,0,0,0,0,0,0,12,0,88.97,76.78,2.43,4.94,0,0,0,60.44,2.12,0.52,0.66,1.32,0.1,1.1,0.29,0.05,0.56,1.56,0.23,0.44,1.43,12.7,0.54,1.43,4.57,2.24,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,718,0.14,175,1.28,631,1.46,787,0.04,164,0,110,0.09,105,0.01,43,0.01,18,0,1,0,17,0,29,0,4,0.07,110,0.05,70,0.08,0,1.37,1051,4.76,0,0.02,19,0.29,277,0.22,769,0.01,10,0.14,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
85.49.002.421,85,49,002,421,2,851,788,64,0,358,1,23,40,22,168,13,17,57,48,71,18,13,3,488,74,92,112,85,3,848,240,611,2066,1848,0,3,2,0,430,4,0,272.77,33.08,53.79,293.48,60.99,5.25,15.24,10.1,91.58,141.06,33.91,17.15,6.02,3.76,201.9,3.94,194.92,3.04,136.14,0.4,17.47,0,0,0,0,0,0,3518,0,774,0,280,0,10,0,57,0,1099,0,0,0,879,0,1,0,0,0,0,0,1,0,0,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,46,0,137.1,148.28,1.1,32.99,0.1,0,0.2,66.78,0.83,0.07,0.27,0.24,0.25,8.76,2.16,1.45,0.85,1.54,0.46,0.56,2.33,2.86,12.42,4.19,18.02,7.41,0,0.75,1.54,0,0,15.3,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,3493,0.23,165,4.1,1816,2.09,1043,0.81,443,2.02,357,0.25,61,0,10,0,3,0,0,0.05,25,0,15,0.01,4,0.99,537,0,31,0,0,4.13,4100,12.04,0,0,5,0.36,256,0.72,478,0.18,101,0.36,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85.49.002.705,85,49,002,705,2,21,21,1,0,3,3,9,2,0,1,1,0,1,0,1,1,0,0,14,0,0,0,7,0,21,11,10,53,54,0,2,4,0,19,12,0,6.97,0,2.54,9.51,1.22,0,0,0,1.22,7.53,0.76,0,0,0,8.29,0.17,5.44,2.68,7.53,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,19,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7.53,7.53,0,0,0,0,0,3.62,0.04,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0.02,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,66,0.01,3,0.1,32,0.01,3,0.02,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0.1,0,0,0,0,0,0.14,96,0,0,0.07,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.003.409,85,49,003,409,2,678,646,32,0,146,11,56,22,19,133,14,10,75,16,77,65,22,12,86,9,106,85,392,58,620,91,587,1324,1303,0,0,0,0,92,2,0,136.05,5.04,50.42,181.43,31.11,0.36,1.55,3.16,36.18,124.39,18.69,0.92,0.03,1.22,145.25,3.8,102.77,38.68,122.24,0,0.94,0,0,0,0,0,0,1139,0,538,0,441,0,61,0,39,0,525,0,21,0,394,0,21,0,2,0,0,0,2,1,0,2,1,30,0,0,0,0,1,0,0,5,0,0,0,0,9,0,126.43,120.01,1.05,21.26,0,0,0,59.49,2.57,0.35,0.19,0.1,0.44,1.02,0.05,0.08,0.64,0.19,0.33,0.22,0.4,0.32,0.18,0.29,0.46,1.89,0,0,0.06,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,1566,0.14,90,3.51,1105,2.92,1372,0.1,52,0.05,29,0,6,0,0,0,0,0,4,0.03,10,0.03,16,0,0,0.08,41,0.03,11,0.01,0,2.32,1492,5.56,0,0,0,0,0,2.18,893,0,0,0.1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.003.421,85,49,003,421,2,2008,1951,58,0,559,6,29,24,6,656,10,7,224,51,213,132,51,42,351,12,343,375,926,2,2005,254,1753,4526,4397,0,2,2,0,389,76,0,564.58,70.26,131.86,626.18,101.09,5.7,2.09,5.09,113.97,453.57,46.85,6.22,5.34,0.23,512.21,10.99,435.34,65.88,429.63,1.91,6.34,0,0,0,0,0,0,4266,0,1031,7,1034,100,59,0,103,0,1680,0,65,0,1057,0,6,0,1,0,0,0,1,0,1,6,26,186,0,1,0,0,3,1,0,1,0,0,0,7,34,3.76,439.09,418.54,10.83,20.13,0,0,0.42,270.88,3.01,2.32,0.09,0.33,0.33,0.74,0.05,0,0.13,1.14,0.2,0,0.46,0.33,0.17,0.44,0.02,28.46,0,0.02,0.07,0,0,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,6059,0.38,214,7.87,3313,1.36,1187,0.16,269,0.5,374,0.05,69,0,14,0,4,0.01,4,0,15,0,37,0,3,0.14,151,0.13,210,0,0,6.55,8665,16.26,20,0.08,86,0.17,308,1.7,933,0.21,41,0.31,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.49.003.529,85,49,003,529,2,888,849,39,0,176,5,29,63,33,98,23,37,89,35,116,88,70,26,126,3,236,160,362,11,876,147,740,1996,1910,0,6,0,0,37,2,0,225.98,72.24,16.6,170.34,52.47,2.37,1.08,6.08,62,87.03,17.86,3.03,0.04,0.38,108.34,3.35,94.07,10.92,78.91,0,3.03,1.01,0,0,0,0,0,1261,0,503,200,532,0,41,0,71,0,484,0,10,0,223,0,6,0,0,0,0,0,1,1,0,16,0,279,3,0,0,0,0,1,0,0,0,0,0,0,7,0,83.5,83.47,1.27,36.24,0,0,0,51.6,0.64,0.04,2.54,0.47,0.1,1.25,0.76,0.04,0.05,0.4,0.4,0.4,0.03,0.02,0.17,0,0.77,3.69,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,3.97,1761,0.16,74,2.3,1090,2.08,846,0.26,127,0.17,102,0.03,17,0.04,47,0.02,11,0.01,11,0,6,0.01,15,0,5,0.05,56,0.08,48,0.01,0,2.29,2050,4.07,0,0,0,0,0,0.56,391,0.21,232,0.38,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
