geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
45.72.04.142.502;1;1418;1337;81;0;356;6;51;47;52;330;38;26;94;55;174;82;70;37;611;86;218;183;320;89;1329;322;1096;3331;3328;2;105;32;0;395;9;0;1277.72;150.55;107.32;1234.49;173.65;5.3;17.36;31.76;228.07;921.19;11.48;58.84;1.59;13.32;1006.42;847;40;7;554.22;1;58.84;1.1;1.2;0;0;0;0;4684;1731;3849;1272;781;0;16;0;29;0;1284;0;2;0;547;1;9;0;0;0;0;0;13;11;14;2;3;24;1;0;0;0;2;4;0;0;0;0;0;5;153;0.9;305.02;723.19;12.7;0.3;0;0;0;4.31;0.99;0.15;0;0.4;0;0.5;0;0;0;0.31;0.05;0;0.09;0.12;0;0;0.86;13.3;0;0.14;0.17;0;0;43.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0.04;0.01;0;0;0;0;32.11;0;2766;0;869;0;2043;0;158;0;1165;0;872;0;521;0;169;0;10;0;42;0;85;0;98;0;23;0;681;0;271;0;0;0;5578;3.38;0;0;132;0;1548;0;2203;0;51;0.05;173;0;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;7;0;2;0;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;14.64;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;8;0;0;0;4;0;0;1315;146;185;1322;1300;114;1317;893;221;79;971;811;1;3;1;0;40;0;0;1191.25;138.06;553.11;1180.58;96.39;107.06;1191.25;138.06;4.21;15.89;31.45;189.61;921.08;11.18;54.54;1.55;13.29;1001.64;553.11;0;54.54;1.1;1.2;0;0;0;0
45.72.04.142.537;1;22;20;2;0;6;0;1;1;0;4;0;0;2;5;0;1;2;0;17;0;1;2;2;16;6;8;14;61;61;0;0;0;0;32;31;0;28.1;0;0.7;28.8;3.25;0;0;0;3.25;25.09;0.26;0.2;0;0;25.55;14;2;0;22.22;0;0.2;0;0;0;0;0;0;33;0;58;400;0;0;0;0;0;0;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.58;2.4;14.94;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;66;0;10;0;64;0;1;0;16;0;27;0;5;0;1;0;2;0;0;0;1;0;2;0;0;0;10;0;7;0;0;0;289;0.26;0;0;2;0;72;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;1;22;22;0;22;16;8;0;16;16;0;0;0;0;4;3;0;28.28;2.73;22.22;27.58;0;0.7;28.28;2.73;0;0;0;2.73;25.09;0.26;0.2;0;0;25.55;22.22;0;0.2;0;0;0;0;0;0
45.72.04.142.610;1;218;206;12;0;91;3;19;3;6;39;6;1;21;5;16;0;7;1;118;3;11;29;57;23;195;72;146;586;562;0;26;9;0;133;101;0;184.19;17.78;15.05;181.46;26.52;1.09;1.55;0.21;29.37;78.72;70.57;2.8;0;0;152.09;92;1;1;50.84;0;2.8;0;0;0;0;0;0;263;1500;279;0;52;0;2;0;4;0;222;0;3;0;126;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;79.15;77.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;685;1;52;3;496;1;13;0;57;0;158;0;13;0;4;0;2;0;4;0;10;0;3;0;0;1;76;0;37;0;0;5;732;50.8;0;0;31;0;141;0.2;207;0;42;0;4;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;210;31;23;210;209;3;209;92;31;0;97;72;0;1;0;0;0;0;0;168.25;13.64;50.8;162.53;9.33;15.05;168.25;13.64;1.02;1.55;0.21;16.42;78.68;70.56;2.59;0;0;151.83;50.8;0;2.59;0;0;0;0;0;0
45.72.04.142.613;1;411;383;28;0;144;14;68;41;13;59;15;6;16;15;15;4;1;0;297;1;19;42;52;11;400;286;125;1018;996;0;0;1;0;122;55;0;365.67;69.8;49.25;345.12;56.22;0.14;0.2;0.25;56.81;282.64;3.15;1.97;0.55;0;288.31;208;17;0;204.43;0.03;4.77;0;0;0;0;0;0;719;0;1048;500;42;0;2;0;2;0;412;0;0;0;174;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;40;2.6;126.98;234.99;0;0;0;0;0;0.3;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;1070;0;127;0;529;0;45;0;376;0;323;0;76;0;95;0;15;0;11;0;21;0;34;0;5;0;217;0;106;0.04;0;0;2181;1.11;0;0;4;0;537;0;939;0;8;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;390;69;68;403;403;1;403;227;51;0;239;210;1;0;0;0;2;1;0;327.19;38.61;204.43;332.24;54.3;49.25;327.19;38.61;0;0.2;0.25;39.06;282.64;2.97;1.97;0.55;0;288.13;204.43;0.03;4.77;0;0;0;0;0;0
45.72.04.142.728;1;30;29;1;0;4;1;6;0;2;2;1;1;3;4;4;2;0;0;13;3;6;1;7;1;29;11;19;72;70;0;0;0;0;6;0;0;35.37;0;1.8;37.17;5.76;0;0;0;5.76;29.69;0.62;1;0.1;0;31.41;19;2;0;22.81;0;1;0;1;0;0;0;0;83;0;34;300;12;0;0;0;0;0;13;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;0;4.08;26.69;0;0;0;0;0;0;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;54;0;5;0;74;0;4;0;15;0;38;0;1;0;5;0;1;0;3;0;1;0;0;0;0;0;26;0;16;0;0;0.03;370;0.39;0;0;3;0.05;24;0.15;177;0;0;0;0;0;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;30;0;1;30;30;0;30;22;6;0;23;19;0;0;0;0;1;0;0;36.27;4.87;22.81;34.47;0;1.8;36.27;4.87;0;0;0;4.87;29.69;0.61;1;0.1;0;31.4;22.81;0;1;0;1;0;0;0;0
45.72.04.142.734;1;93;76;17;0;49;0;0;0;0;13;0;0;4;1;19;0;3;4;42;0;14;11;26;4;89;20;73;258;258;0;1;0;0;82;61;0;147.52;13.1;13.1;147.52;12.94;0;0.1;1.65;14.69;129.31;0.82;2.7;0;0;132.83;52;12;1;114.33;0;2.7;2;0;0;0;0;0;143;0;199;1420;11;0;0;0;0;0;93;0;0;0;40;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;10.73;123.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;265;0;27;0;165;0;6;0;24;0;51;0;3;0;4;0;1;0;0;0;1;0;1;0;0;0;12;0;6;0;0;0.16;354;0.12;0;0;2;0;33;0.1;232;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;21;16;91;91;3;91;63;5;0;65;60;0;0;0;0;12;5;0;144.89;10.41;114.33;142.49;10.7;13.1;144.89;10.41;0;0.1;1.65;12.16;129.31;0.82;2.6;0;0;132.73;114.33;0;2.6;2;0;0;0;0;0
45.72.04.209.036;1;49;49;0;0;39;0;0;0;0;3;0;0;0;0;1;4;2;0;47;0;1;1;0;0;49;7;42;139;123;0;0;0;0;55;39;0;119.48;54.3;1.5;66.68;15.72;0;3.15;0.05;18.92;44.56;0.7;2.5;0;0;47.76;31;1;1;14.25;1;2.5;0;0;0;0;0;0;206;0;62;0;0;0;0;0;0;0;85;0;0;0;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;35.5;26.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.44;0;139;0;5;0;173;0;1;0;11;0;5;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;14;0;2;0;0;0;8;0.7;0;0;0;0;22;0;15;0;17;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;10;2;46;46;1;46;35;2;0;35;19;1;0;0;0;4;2;0;64.07;13.15;14.25;115.87;53.3;1.5;64.07;13.15;0;3.15;0.05;16.35;44.52;0.7;2.5;0;0;47.72;14.25;1;2.5;0;0;0;0;0;0
45.72.04.209.070;1;24;23;1;0;1;8;2;0;0;6;1;0;2;0;3;0;1;0;17;0;1;2;4;0;24;15;9;64;65;0;0;0;0;0;0;0;16.74;0.8;8.5;24.44;2.72;0;0.35;0;3.07;19.02;0;2.35;0;0;21.37;19;0;0;6;0;2.35;0;0;0;0;0;0;94;0;58;0;4;0;0;0;0;0;39;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11.93;13.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;1.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;152;0;9;0;93;0;8;0;18;0;36;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;54;0;2;0;0;0;180;0;0;0;0;0;18;0;119;0;20;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;10;24;24;0;24;17;0;0;21;11;0;0;0;0;0;0;0;22.51;2.09;6;14.01;0;8.5;22.51;2.09;0;0.35;0;2.44;19.02;0;1.05;0;0;20.07;6;0;1.05;0;0;0;0;0;0
45.72.04.209.075;1;80;72;8;0;46;0;0;0;0;2;0;0;14;0;14;1;3;0;55;7;12;6;0;22;58;36;44;161;151;0;1;0;0;99;94;0;116.72;7.4;25.7;135.02;15.4;0.2;3;0;18.6;108.72;0.25;7.45;0;0;116.42;71;7;0;92.7;0;7.45;0;0;0;0;0;0;311;0;259;1400;4;0;0;0;0;0;136;0;0;0;40;0;4;0;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;5;25;0;115.5;116.55;0.2;0;0;0;0;1;0.1;0;0;0;0;0.3;0.2;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8;0;234;0;9;0;137;0;4;0;48;0;360;0;14;0;3;0;0;0;2;0;1;0;3;0;3;0;92;0;39;0;0;0;273;0;0;0;8;0;181;0;60;0;5;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;11;45;79;79;0;79;77;3;0;79;75;0;0;0;0;7;6;0;133.52;14.3;92.7;115.22;7.4;25.7;133.52;14.3;0.2;3;0;17.5;108.72;0.25;7.05;0;0;116.02;92.7;0;7.05;0;0;0;0;0;0
45.72.04.209.159;1;471;445;26;0;280;5;6;17;16;53;10;3;15;15;24;20;2;5;292;24;22;15;118;32;439;80;391;1222;1208;0;77;34;0;379;225;0;605.56;157.42;145.98;594.12;84.42;1.85;16.72;0.53;103.52;472.01;5.84;12.25;0;0.5;490.6;316;30;0;230.26;0.6;12.85;12.7;0;0.1;0;0;0;1482;0;887;3170;118;0;0;0;9;0;616;0;0;0;188;0;0;0;0;0;0;0;3;2;11;1;1;7;0;0;0;0;0;0;0;0;0;0;0;13;23;0.6;302.52;338.86;0;0;0;0;0;1.49;1.18;0.1;0.1;0.2;0;0.29;0.1;0.1;0.03;0.11;0;0;0.3;0.2;0;0.1;0.75;0;0;0.45;0.05;0;0;81.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.42;0.52;1362;0;140;0;1112;0;37;0;267;0;370;0;120;0;28;0;11;0;7;0;53;0;30;0;3;0.02;287;0;185;0;0;0;3153;3.84;0;0;80;0;651;0.06;625;0;14;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458;108;174;464;460;4;463;342;87;3;361;275;1;2;2;0;31;11;0;573.15;66.84;230.26;538.27;110.72;145.6;573.15;66.84;1.7;13.6;0.53;82.67;472.01;5.82;12.15;0;0.5;490.48;230.26;0.6;12.75;10.7;0;0.1;0;0;0
45.72.04.209.262;1;33;32;1;0;2;1;3;5;3;9;1;5;2;0;2;0;0;0;31;0;0;0;2;0;33;9;24;86;85;0;1;0;0;15;0;0;36.54;14.5;0;22.04;4.91;0;0.3;0.5;5.71;16.33;0;0;0;0;16.33;12;1;0;2.9;0;0;0;0;0;0;0;0;114;0;154;0;2;0;0;0;0;0;17;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;10.51;0;0;0;0;0;0.3;0.1;0.15;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.4;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;92;0;33;0;72;0;2;0;32;0;31;0;13;0;4;0;0;0;24;0;28;0;1;0;0;0;38;0;3;0;0;0;105;0;0;0;0;0;17;0;16;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;6;0;32;32;2;32;13;0;0;13;2;0;1;0;0;0;0;0;19.54;2.41;2.9;25.14;5.6;0;19.54;2.41;0;0.3;0.5;3.21;16.33;0;0;0;0;16.33;2.9;0;0;0;0;0;0;0;0
45.72.04.209.265;1;138;124;14;0;70;1;4;7;3;13;5;1;13;6;8;3;2;2;100;0;8;10;20;1;137;61;77;366;348;0;0;0;0;140;7;0;122;9.15;46.1;158.95;15.46;0.25;2.8;0.1;18.61;134.17;4.92;1.15;0.1;0;140.34;86;6;1;110.28;0;1.15;0;0;0;0;0;0;410;0;191;170;31;0;0;0;0;0;147;0;0;0;56;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;136.26;140.53;0;0;0;0;0;0;0;0;0;0.8;0;0.2;0;0;0.7;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.65;0;399;0;30;0;353;0;4;0;64;0;83;0;23;0;11;0;11;0;14;0;18;0;1;0;5;0.55;105;0;4;0;0;0.05;698;1.72;0;0;2;0;22;0;32;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;11;53;138;137;1;138;91;30;0;97;89;0;0;0;0;12;1;0;154.62;11.68;110.28;115.77;7.25;46.1;154.62;11.68;0.25;2.35;0.1;14.38;134.17;4.92;1.05;0.1;0;140.24;110.28;0;1.05;0;0;0;0;0;0
45.72.04.209.267;1;61;40;21;0;9;0;1;1;0;34;2;3;6;1;4;0;0;0;47;5;7;1;1;16;45;23;38;138;128;0;5;4;0;47;48;0;55.25;10.08;19.05;64.22;16.72;0;0.85;0.18;17.75;44.96;0.71;0.8;0;0;46.47;44;0;0;18.05;0;0.8;0;0;0;0;0;0;61;0;190;0;14;0;0;0;0;0;67;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7;3;0;37.95;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.96;0;211;0;14;0;116;0;3;0;26;0;70;0;10;0;3;0;1;0;5;0;5;0;5;0;0;0;11;0;20;0;0;0;495;0;0;0;1;0;36;0;72;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;5;23;60;60;1;60;44;2;0;44;37;0;0;0;0;0;0;0;57.9;10.4;18.05;48.93;10.08;19.05;57.9;10.4;0;0.85;0.18;11.43;44.96;0.71;0.8;0;0;46.47;18.05;0;0.8;0;0;0;0;0;0
